model,run_utc,valid_kst,step_h,city,rep,t2m_C,tcc_pct,lcc_pct,mcc_pct,hcc_pct,dswrf_avg_Wm2
ECMWF,2026-09-01 12:00,2026-09-01 21:00,0,서울,1,22.5,100.0,,,,
ECMWF,2026-09-01 12:00,2026-09-02 00:00,3,서울,1,22.4,100.0,,,,
ECMWF,2026-09-01 12:00,2026-09-02 03:00,6,서울,1,22.4,100.0,,,,
ECMWF,2026-09-01 12:00,2026-09-02 06:00,9,서울,1,22.0,100.0,,,,
ECMWF,2026-09-01 12:00,2026-09-02 09:00,12,서울,1,23.5,97.0,,,,
ECMWF,2026-09-01 12:00,2026-09-02 12:00,15,서울,1,26.1,100.0,,,,
ECMWF,2026-09-01 12:00,2026-09-02 15:00,18,서울,1,27.5,98.0,,,,
ECMWF,2026-09-01 12:00,2026-09-02 18:00,21,서울,1,25.8,100.0,,,,
ECMWF,2026-09-01 12:00,2026-09-02 21:00,24,서울,1,23.1,31.0,,,,
ECMWF,2026-09-01 12:00,2026-09-03 00:00,27,서울,1,22.2,34.0,,,,
ECMWF,2026-09-01 12:00,2026-09-03 03:00,30,서울,1,21.5,96.0,,,,
ECMWF,2026-09-01 12:00,2026-09-03 06:00,33,서울,1,21.2,100.0,,,,
ECMWF,2026-09-01 12:00,2026-09-03 09:00,36,서울,1,22.8,100.0,,,,
ECMWF,2026-09-01 12:00,2026-09-03 12:00,39,서울,1,27.4,9.0,,,,
ECMWF,2026-09-01 12:00,2026-09-03 15:00,42,서울,1,29.0,9.0,,,,
ECMWF,2026-09-01 12:00,2026-09-03 18:00,45,서울,1,26.6,1.0,,,,
ECMWF,2026-09-01 12:00,2026-09-03 21:00,48,서울,1,22.7,4.0,,,,
ECMWF,2026-09-01 12:00,2026-09-04 00:00,51,서울,1,20.5,0.0,,,,
ECMWF,2026-09-01 12:00,2026-09-04 03:00,54,서울,1,19.4,0.0,,,,
ECMWF,2026-09-01 12:00,2026-09-04 06:00,57,서울,1,18.5,0.0,,,,
ECMWF,2026-09-01 12:00,2026-09-04 09:00,60,서울,1,22.5,0.0,,,,
ECMWF,2026-09-01 12:00,2026-09-04 12:00,63,서울,1,26.4,4.0,,,,
ECMWF,2026-09-01 12:00,2026-09-04 15:00,66,서울,1,27.4,15.0,,,,
ECMWF,2026-09-01 12:00,2026-09-04 18:00,69,서울,1,24.7,0.0,,,,
ECMWF,2026-09-01 12:00,2026-09-04 21:00,72,서울,1,21.2,1.0,,,,
ECMWF,2026-09-01 12:00,2026-09-05 00:00,75,서울,1,19.5,1.0,,,,
ECMWF,2026-09-01 12:00,2026-09-05 03:00,78,서울,1,18.7,3.0,,,,
ECMWF,2026-09-01 12:00,2026-09-05 06:00,81,서울,1,17.9,2.0,,,,
ECMWF,2026-09-01 12:00,2026-09-05 09:00,84,서울,1,22.0,30.0,,,,
ECMWF,2026-09-01 12:00,2026-09-05 12:00,87,서울,1,26.3,52.0,,,,
ECMWF,2026-09-01 12:00,2026-09-05 15:00,90,서울,1,27.7,100.0,,,,
ECMWF,2026-09-01 12:00,2026-09-05 18:00,93,서울,1,24.2,3.0,,,,
ECMWF,2026-09-01 12:00,2026-09-05 21:00,96,서울,1,21.2,1.0,,,,
ECMWF,2026-09-01 12:00,2026-09-06 00:00,99,서울,1,19.2,2.0,,,,
ECMWF,2026-09-01 12:00,2026-09-06 03:00,102,서울,1,18.7,19.0,,,,
ECMWF,2026-09-01 12:00,2026-09-06 06:00,105,서울,1,18.5,53.0,,,,
ECMWF,2026-09-01 12:00,2026-09-06 09:00,108,서울,1,22.3,0.0,,,,
ECMWF,2026-09-01 12:00,2026-09-06 12:00,111,서울,1,26.3,4.0,,,,
ECMWF,2026-09-01 12:00,2026-09-06 15:00,114,서울,1,26.9,86.0,,,,
