TM,STN,TA,WS,HM,CA_TOT,SS,SI
2026-09-01 00:00:00,90,22.5,0.7,96.0,10.0,,
2026-09-01 00:00:00,93,22.7,1.3,99.0,10.0,,
2026-09-01 00:00:00,95,22.1,1.1,100.0,10.0,,
2026-09-01 00:00:00,98,22.3,0.1,92.0,10.0,,
2026-09-01 00:00:00,99,22.7,0.8,100.0,10.0,,
2026-09-01 00:00:00,100,19.6,0.9,99.0,10.0,,
2026-09-01 00:00:00,101,22.8,1.5,95.0,10.0,,
2026-09-01 00:00:00,102,21.0,0.5,96.0,10.0,,
2026-09-01 00:00:00,104,22.9,0.0,100.0,10.0,,
2026-09-01 00:00:00,105,23.4,1.0,95.0,10.0,,
2026-09-01 00:00:00,106,23.5,1.3,98.0,10.0,,
2026-09-01 00:00:00,108,23.3,0.7,92.0,10.0,,
2026-09-01 00:00:00,112,23.8,1.1,97.0,10.0,,
2026-09-01 00:00:00,114,22.8,2.2,95.0,10.0,,
2026-09-01 00:00:00,115,26.3,2.2,95.0,7.0,,
2026-09-01 00:00:00,119,23.2,1.4,96.0,10.0,,
2026-09-01 00:00:00,121,22.4,1.1,99.0,10.0,,
2026-09-01 00:00:00,127,23.6,2.3,93.0,10.0,,
2026-09-01 00:00:00,129,23.1,0.4,98.0,10.0,,
2026-09-01 00:00:00,130,23.0,0.7,100.0,9.0,,
2026-09-01 00:00:00,131,24.6,0.7,88.0,10.0,,
2026-09-01 00:00:00,133,23.4,1.0,98.0,10.0,,
2026-09-01 00:00:00,135,22.0,1.1,100.0,7.0,,
2026-09-01 00:00:00,136,22.7,1.3,96.0,7.0,,
2026-09-01 00:00:00,137,23.1,0.1,100.0,7.0,,
2026-09-01 00:00:00,138,25.8,0.5,91.0,1.0,,
2026-09-01 00:00:00,140,23.5,2.8,96.0,10.0,,
2026-09-01 00:00:00,143,25.9,1.8,82.0,1.0,,
2026-09-01 00:00:00,146,24.5,0.4,93.0,9.0,,
2026-09-01 00:00:00,152,25.2,2.4,88.0,1.0,,
2026-09-01 00:00:00,155,25.6,1.1,93.0,1.0,,
